time,snsr_11,snsr_12,snsr_13,snsr_14,snsr_21,snsr_22,snsr_23,snsr_24,snsr_31,snsr_32,snsr_33,snsr_34,snsr_41,snsr_42,snsr_43,snsr_44,interupt
141754,-0.57,0.46,-0.80,-1.38,-0.46,1.84,1.84,-0.46,2.18,2.76,3.79,0.46,-0.34,1.15,5.40,1.61,0
141870,-0.46,0.46,-0.34,-1.49,-0.34,1.95,2.07,0.11,2.07,2.76,3.45,0.00,0.00,1.15,5.29,1.61,0
141987,-0.34,0.69,-0.23,-1.38,-0.80,1.84,2.07,-0.34,2.18,2.64,3.79,0.11,0.34,1.15,5.29,1.38,0
142104,-0.80,0.23,-0.57,-1.38,-0.57,1.95,2.18,0.34,2.18,2.41,3.79,0.69,-0.11,0.46,5.17,1.72,0
142221,-0.57,0.23,-0.34,-2.30,-0.92,1.49,2.07,0.23,2.18,2.76,3.68,0.00,0.69,0.80,5.40,2.07,0
142338,-0.69,-0.11,-0.46,-1.61,-0.11,1.84,1.95,-0.11,2.53,2.53,3.22,0.00,0.11,0.46,5.17,1.26,0
142455,-0.69,0.80,-0.11,-1.61,-0.23,1.84,2.07,-0.23,2.18,2.76,3.56,0.11,0.11,0.69,5.52,1.84,0
142571,-0.34,0.34,-1.03,-1.72,-0.80,1.84,1.84,-0.23,2.41,2.64,3.56,0.23,0.23,0.80,5.40,1.72,0
142688,-0.57,0.46,-0.46,-1.61,-0.80,1.95,2.07,0.00,2.18,2.64,3.79,0.11,-0.23,0.80,5.06,1.38,0
142805,-0.57,0.69,-0.46,-1.38,-0.23,1.72,1.84,0.11,1.95,2.41,3.56,0.11,0.11,0.69,5.06,2.07,0
142922,-0.57,0.46,-0.69,-1.61,-0.46,1.72,2.07,0.00,2.18,2.53,3.56,0.46,0.57,1.15,5.17,1.72,0
143039,-0.46,0.34,0.00,-1.72,-0.46,1.61,2.18,0.00,2.53,2.87,3.68,0.34,0.23,0.80,5.06,2.07,0
143156,-0.23,0.46,-0.34,-1.61,-1.03,1.72,1.95,0.00,2.18,2.76,3.33,0.23,0.46,1.49,5.17,1.72,0
143272,-0.46,0.00,-0.57,-1.61,-0.46,1.84,2.07,-0.11,2.30,2.76,3.10,0.11,0.34,0.92,5.29,1.49,0
143389,-0.34,0.34,-0.46,-1.49,-0.57,1.84,1.38,-0.11,2.30,2.87,3.68,0.11,-0.11,1.03,5.63,2.18,0
143506,-0.23,-0.46,-0.80,-1.84,-0.57,1.72,2.07,-0.11,2.18,2.64,3.79,0.23,0.11,0.69,5.29,1.49,0
143623,-0.80,0.34,-0.23,-1.38,-0.80,1.95,1.84,0.23,2.07,2.99,3.68,0.00,0.46,1.03,5.17,1.95,0
143740,-0.34,0.69,-0.57,-1.49,-0.46,1.84,1.84,-0.11,1.84,2.87,3.45,0.34,0.46,0.92,5.52,1.49,0
143856,-0.46,0.57,-0.80,-1.49,-0.46,1.95,2.07,0.34,2.07,2.64,4.02,0.00,0.11,0.92,5.29,1.95,0
143973,-0.57,0.00,-0.34,-1.61,-0.69,1.72,1.95,0.23,2.30,2.87,3.22,0.00,0.46,0.92,5.17,1.49,0
144090,-0.23,0.69,-1.03,-1.26,-0.34,1.84,2.07,0.11,2.30,2.87,3.56,0.11,0.11,1.03,5.52,1.61,0
144207,-0.46,0.34,-0.57,-1.72,-0.46,1.95,2.18,0.23,2.64,2.76,3.45,0.00,0.00,1.26,5.06,2.07,0
144324,-0.34,0.46,-0.34,-1.03,-0.34,1.84,2.18,-0.23,2.30,2.41,3.33,-0.23,0.11,1.26,5.17,1.61,0
144441,-0.80,0.23,-0.46,-1.49,-0.69,2.07,1.84,-0.11,2.07,2.76,3.91,0.23,0.69,1.03,5.17,1.15,0
144557,-0.46,0.11,-0.23,-1.84,-0.80,1.84,2.18,-0.34,1.84,2.76,3.45,0.34,0.00,0.92,5.17,1.95,0
144674,-0.46,0.34,-0.57,-1.61,-0.57,1.72,1.95,0.00,1.95,2.64,3.79,0.34,0.34,1.03,5.06,2.07,0
144791,-0.69,0.57,-0.57,-1.26,-0.80,1.61,1.84,-0.34,2.30,2.53,3.45,-0.11,0.11,1.15,5.29,1.26,0
144908,-0.23,0.34,-0.69,-1.72,-0.46,1.95,1.84,0.23,2.41,2.41,3.79,0.57,-0.11,0.80,5.40,2.30,0
145025,-0.46,0.46,-0.23,-1.72,-0.80,1.95,1.72,-0.23,2.18,2.53,2.99,0.11,-0.11,1.38,5.06,1.95,0
145141,-0.34,0.23,-0.57,-1.38,-0.34,1.72,1.72,0.23,2.07,2.87,3.79,0.00,0.46,0.69,5.29,1.38,0
145258,-0.57,0.11,-0.57,-1.61,-0.46,1.84,1.84,-0.11,2.30,2.76,3.68,0.00,0.23,1.15,5.40,2.07,0
145375,-0.46,0.34,-0.46,-1.72,-0.57,2.18,1.95,0.11,2.18,2.64,3.91,0.34,0.57,0.57,5.40,1.49,0
145492,-0.46,0.69,-0.46,-1.38,-0.69,1.95,1.84,0.34,2.41,3.22,3.45,-0.11,0.00,1.03,5.29,1.72,0
145609,-0.57,0.23,-1.03,-1.49,-0.34,1.72,2.07,0.23,1.95,2.64,3.56,0.11,0.11,0.92,5.52,1.72,0
145726,-0.57,0.46,-0.80,-1.61,-0.23,1.84,2.18,0.00,2.18,2.53,3.91,0.34,0.34,1.03,5.17,1.84,0
145842,-0.80,0.11,-0.46,-1.84,-0.46,1.61,1.84,-0.11,2.07,2.53,3.91,0.11,0.11,1.26,5.29,1.15,0
145959,-0.46,0.34,-0.57,-1.26,-0.57,1.84,2.07,-0.11,1.95,2.76,3.68,0.34,0.23,1.38,5.17,1.49,0
146076,-0.57,0.46,-0.34,-1.61,-0.11,1.84,2.18,0.00,2.18,2.99,3.91,0.46,0.34,0.80,5.29,1.61,0
146193,-0.34,0.46,-0.23,-1.49,-0.69,2.18,2.07,-0.23,2.53,2.41,3.56,0.23,0.57,1.03,5.52,1.72,0
146310,-0.23,0.46,-0.46,-1.72,-0.69,1.95,2.07,0.57,2.07,2.53,3.68,0.23,0.23,0.80,5.29,1.72,0
146427,-0.34,0.34,-0.57,-1.72,-0.57,1.95,1.95,0.00,2.18,2.76,3.33,0.23,0.11,1.26,5.63,1.72,0
146543,-0.46,0.92,-0.57,-1.72,-0.23,2.07,1.95,0.00,1.95,2.64,3.33,0.00,0.23,0.69,5.06,1.26,0
146660,-0.69,0.00,-0.46,-1.61,-0.23,1.84,2.18,-0.11,2.30,2.53,3.68,0.23,0.80,0.92,5.40,1.84,0
146777,-0.46,0.00,-0.34,-1.61,-0.34,1.72,2.30,-0.11,2.41,3.10,3.68,0.23,0.11,0.80,5.40,1.61,0
146894,-0.57,0.34,-0.23,-1.72,-0.46,2.18,1.84,0.11,2.07,2.87,3.45,0.11,0.11,1.03,5.52,1.95,0
147011,-0.46,0.11,-0.80,-1.61,-0.11,1.95,1.95,0.00,1.95,2.64,3.79,0.23,0.23,1.26,5.40,1.72,0
147127,-0.34,-4.25,-48.16,-101.73,-2.99,0.11,8.51,-29.43,-1.49,16.09,21.84,-54.03,4.02,22.99,-12.18,-58.85,1
147244,-6.78,10.12,-5.75,-11.84,7.82,-14.02,11.72,-5.29,8.05,0.80,11.61,-14.83,-3.10,63.57,4.60,-10.23,0
147361,-20.00,21.04,5.29,-0.46,10.00,0.57,-1.61,-3.45,5.52,2.64,2.07,-4.25,0.34,2.76,3.56,10.46,0
147478,-1.72,-1.38,-3.79,-1.95,1.95,2.99,-0.46,1.61,3.22,2.41,6.90,0.46,2.41,1.72,7.13,1.84,0
147595,6.44,-3.33,-2.53,-1.95,-0.69,-0.11,0.69,-0.92,0.92,-0.11,-1.95,-1.49,-0.92,2.41,-8.39,-1.26,0
147712,0.11,-0.80,-1.95,0.11,-1.95,1.03,1.84,-0.92,1.03,1.95,4.25,-1.03,-2.18,-2.76,5.75,2.07,0
147828,-0.92,-1.26,0.80,-1.49,-1.72,0.00,1.72,0.69,1.26,2.30,3.45,-1.03,1.03,0.57,5.75,1.26,0
147945,0.00,0.80,-0.57,-0.11,0.46,2.76,2.53,0.80,2.41,2.41,3.22,0.23,0.11,1.72,5.63,1.26,0
148062,-1.15,0.34,-0.46,-0.46,-0.23,2.30,1.84,0.57,2.07,3.10,3.33,-0.11,0.46,0.34,5.06,1.84,0
148179,-0.46,0.57,-0.92,-1.61,-1.38,1.61,2.07,0.00,2.30,2.30,4.02,0.00,-1.03,1.49,5.40,2.41,0
148296,1.03,0.00,-1.03,-1.49,-0.69,2.41,2.07,0.23,2.30,3.45,3.56,0.46,0.57,1.38,5.06,1.26,0
148412,0.00,1.15,-0.92,-0.92,-0.69,1.26,2.07,0.23,1.84,2.53,4.02,-0.46,0.23,1.38,5.17,1.84,0
148529,-0.69,0.00,-0.92,-1.15,-0.23,1.95,1.95,0.11,1.72,2.99,3.10,-0.34,0.11,0.92,4.83,2.53,0
148646,-1.15,0.23,-0.92,-1.84,-1.15,1.72,1.95,0.00,2.18,2.64,3.45,0.00,0.11,1.38,5.06,1.38,0
148763,-0.69,0.80,-1.03,-1.61,-0.57,1.61,2.07,-0.23,2.18,2.76,3.45,-0.23,0.11,0.80,4.71,1.38,0
148880,-0.11,0.46,-0.34,-1.61,0.11,1.95,1.84,0.46,1.84,2.41,3.45,0.00,-1.84,1.03,5.17,1.38,0
148996,-0.69,0.46,-0.92,-1.84,-0.11,1.95,2.18,0.11,2.18,2.53,3.56,-0.57,0.23,1.15,4.94,1.84,0
149113,-0.80,0.57,-0.80,-1.72,-0.11,1.95,1.84,0.34,2.07,2.87,3.22,0.00,0.46,1.49,5.06,2.53,0
149230,-0.57,0.69,-20.23,17.59,-2.99,-0.92,49.20,-131.10,-8.51,9.31,-8.97,-9.31,-2.07,22.65,-15.06,-8.85,1
149347,-11.95,-8.39,-5.17,-2.07,11.72,-20.12,7.01,-10.00,5.52,65.52,14.25,-3.33,-15.06,15.40,4.60,-2.76,0
149463,24.37,26.32,-5.63,2.99,8.62,2.87,2.18,-4.60,43.22,0.46,4.14,1.61,-3.79,2.76,2.76,-4.02,0
149580,5.17,-1.26,2.30,-3.33,-3.22,4.25,-23.22,-0.92,0.92,1.26,-30.46,2.87,0.34,-1.61,0.46,4.14,0
149697,3.22,-3.68,-0.23,-1.72,-2.30,-3.56,0.34,3.45,2.64,-16.55,6.09,-0.34,-0.92,-6.09,5.86,1.95,0
149814,-0.57,-1.61,1.26,-1.38,-3.91,1.03,2.53,-0.46,-1.84,0.69,4.37,-0.57,-0.80,1.95,3.33,1.03,0
149931,0.34,-0.11,-1.49,0.80,-0.23,0.23,2.41,1.61,2.41,2.87,3.22,0.57,0.11,0.34,5.40,2.30,0
150048,0.11,-0.23,-1.61,-1.26,0.23,2.41,2.41,0.34,2.87,3.33,4.48,0.11,0.80,-0.69,5.06,2.99,0
150164,0.80,1.26,-0.69,-0.23,1.03,1.49,1.84,1.72,2.87,3.10,3.56,-0.34,-0.11,1.72,5.75,2.30,0
150281,-0.92,0.23,-1.72,-1.03,-1.26,1.84,2.76,0.46,1.15,2.87,3.45,0.34,-0.46,0.00,5.52,2.18,0
150398,-0.80,0.69,-1.26,-1.26,-0.46,2.18,1.95,0.00,2.18,3.45,3.10,0.11,-0.69,0.92,5.06,2.07,0
150515,0.11,-0.57,-1.72,-1.38,-0.34,1.61,1.26,0.69,2.53,1.84,3.10,0.46,-0.23,1.49,5.29,1.61,0
150632,-0.57,0.00,-1.26,-0.80,-0.34,2.18,1.95,0.00,2.30,2.18,3.45,0.11,-0.34,0.34,4.71,1.49,0
150749,-0.92,0.80,-1.49,-1.15,-0.23,1.95,1.61,0.34,2.30,2.41,3.10,0.00,0.57,1.26,5.52,1.72,0
150865,-0.34,0.23,-1.72,-0.57,-0.34,1.38,1.84,0.34,1.95,2.30,3.22,-0.23,-0.23,1.26,5.52,1.72,0
150982,-0.57,0.34,-0.92,-0.80,-0.46,1.72,1.95,0.57,2.41,1.95,2.87,-0.34,0.46,0.57,5.06,0.69,0
151099,-0.46,0.11,-1.38,-0.92,-1.03,1.61,1.15,0.34,1.95,2.64,2.99,0.00,0.00,1.03,5.75,1.72,0
151216,-0.69,0.57,-1.49,-0.80,-0.69,1.61,1.72,0.46,2.18,2.41,2.87,0.23,0.23,1.38,4.94,1.95,0
151333,-0.57,0.46,-1.49,-0.92,-0.57,2.18,2.07,1.38,2.18,2.41,2.87,0.46,0.00,0.80,5.63,1.95,0
151449,-0.69,0.46,-1.26,-1.26,-0.46,1.72,1.84,0.11,2.53,2.64,3.22,0.23,0.00,1.38,5.17,2.07,0
151566,-0.34,0.46,-1.49,-1.38,-0.46,1.95,1.61,0.34,2.18,2.18,2.76,0.23,0.69,0.80,5.06,1.03,0
151683,-0.34,0.34,-1.15,-3.45,-0.46,1.72,2.30,0.11,2.41,6.21,13.56,-0.46,-0.23,6.44,-0.57,6.78,0
151800,-3.68,6.67,-4.60,14.71,5.06,11.95,8.85,6.32,-0.11,7.01,19.31,-8.39,-2.64,-8.85,53.22,-0.11,0
151916,0.11,4.25,-3.68,-5.29,-5.75,38.28,2.76,-2.53,-6.09,1.49,-0.92,-4.02,4.48,3.79,6.44,-1.26,0
152033,-2.99,3.10,1.03,-4.02,4.37,2.99,2.87,-0.57,0.11,2.41,4.14,-8.28,3.33,1.61,8.05,-8.51,0
152149,-2.87,3.10,-12.18,-1.84,3.91,-0.11,-7.36,1.15,2.99,5.29,7.13,0.69,-0.69,1.49,4.83,1.61,0
152266,-1.49,-1.84,-1.49,-1.84,-1.15,-1.49,0.23,-0.11,3.68,0.92,0.69,1.49,0.80,-8.28,5.98,1.03,0
152383,-0.46,1.15,-1.38,0.00,-1.72,2.30,2.76,1.15,-0.34,2.41,2.76,0.34,-0.34,1.72,4.94,-0.23,0
152500,0.11,1.72,-0.34,-1.15,0.46,2.30,2.07,-0.11,2.30,2.76,2.99,1.03,-0.23,1.72,5.06,1.95,0
152617,-0.69,0.11,-1.38,-1.61,-0.34,2.76,1.95,0.57,2.53,2.87,3.45,0.23,0.23,0.00,5.75,2.41,0
152734,-0.80,-0.23,-1.26,-1.03,-0.69,1.15,1.95,1.61,2.18,3.10,2.87,0.23,-1.61,1.38,5.63,2.30,0
152850,0.23,0.34,-1.15,-0.80,-1.38,2.07,1.61,1.26,2.76,2.76,2.99,0.00,0.11,1.72,5.40,2.53,0
152967,-0.11,0.57,-0.80,-0.92,-1.15,2.07,1.38,0.92,2.18,2.87,2.64,0.46,0.00,0.34,5.40,2.18,0
153084,-0.34,0.23,-1.38,-1.26,-0.23,1.72,1.49,0.92,1.84,2.41,2.76,0.00,-0.23,1.49,5.52,0.92,0
153201,-1.03,0.57,-1.26,-0.92,-0.57,1.72,1.84,0.34,2.07,2.87,2.99,0.57,0.46,1.03,5.06,1.84,0
153318,-0.92,0.34,-1.38,-1.26,-0.69,1.38,1.61,0.23,2.18,2.64,3.10,-0.11,0.34,0.80,5.29,1.61,0
153434,-0.46,0.23,-1.15,-0.92,-0.23,1.49,1.84,0.69,2.30,2.64,3.33,0.46,0.34,1.03,5.17,1.72,0
153551,-0.34,0.57,-0.92,-1.15,-0.34,1.72,2.18,0.23,2.07,2.53,2.87,0.23,0.00,1.49,5.52,1.95,0
153668,-1.03,0.34,-1.38,-0.92,-0.80,1.95,1.84,0.57,2.30,2.87,2.99,0.23,-0.11,1.15,5.63,2.07,0
153785,-0.34,0.46,-1.26,-0.57,-0.46,1.84,2.07,1.03,1.95,2.76,3.10,0.23,0.23,1.03,4.94,1.72,0
153902,-0.57,0.46,-1.26,-0.92,-0.23,1.49,1.95,0.80,2.07,2.64,2.99,0.23,0.11,1.03,5.75,2.41,0
154018,-0.80,0.23,-1.15,-0.80,-1.15,1.84,1.84,1.03,2.18,2.64,2.99,0.23,0.00,1.26,5.17,1.84,0
154135,-0.46,0.46,-1.49,-0.92,-0.34,1.49,1.72,0.57,1.95,2.64,2.87,0.23,-0.11,0.80,4.83,0.00,0
154252,-0.57,0.57,-1.26,-1.03,-0.11,2.18,1.49,0.92,1.95,2.64,2.76,0.00,0.46,1.03,5.17,1.72,0
154369,-0.34,0.23,-1.26,-1.26,-0.46,2.07,1.61,0.57,2.30,2.53,3.45,0.34,0.23,1.15,5.40,2.07,0
154486,-0.57,0.23,-1.49,-0.80,-1.03,1.84,1.72,0.69,2.18,2.41,2.53,0.34,0.34,1.03,5.40,1.84,0
154603,-0.34,0.46,-1.49,-1.03,-0.23,1.95,1.84,0.46,2.18,2.18,3.45,-0.23,0.23,1.26,5.29,2.41,0
154719,-0.46,-0.34,-1.38,-0.69,-0.69,1.95,1.95,0.57,2.07,2.64,3.10,0.23,0.57,1.03,5.06,2.18,0
154836,-0.46,0.69,-1.38,-1.26,-0.69,1.61,1.95,0.34,2.07,2.76,2.99,0.00,0.34,1.38,5.17,2.18,0
154953,-0.69,0.46,-1.15,-0.92,-0.23,1.95,1.95,0.57,2.53,2.76,2.87,0.11,-0.11,1.26,5.40,1.95,0
155070,-0.57,0.34,-1.26,-0.69,0.00,1.84,1.72,0.23,1.95,2.41,2.99,0.11,0.11,1.38,5.52,1.84,0
155187,-0.34,0.46,-1.49,-1.38,-0.80,1.84,2.07,0.80,2.07,2.64,2.99,0.34,-0.23,1.03,5.40,1.95,0
155303,-0.34,0.57,-1.49,-1.03,-0.57,1.72,1.84,0.57,2.07,2.41,2.99,-0.11,0.34,1.26,4.94,1.95,0
155420,-0.57,0.46,-1.26,-0.80,-0.46,2.07,1.38,0.57,2.41,2.64,3.33,0.00,-0.11,0.69,5.29,1.72,0
155537,-0.46,0.11,-1.38,-1.15,-0.34,1.61,2.07,0.69,2.07,2.53,2.87,0.11,0.23,1.03,4.94,1.72,0
155654,-0.57,0.46,-1.49,-1.03,-0.11,2.18,1.84,0.69,2.07,2.53,2.87,0.11,0.23,1.03,5.29,1.95,0
155771,-0.57,0.57,-1.38,-0.80,-0.57,1.72,1.84,0.57,2.64,2.53,2.99,0.34,-0.34,1.49,4.94,2.07,0
155888,-0.34,-0.11,-1.26,-1.61,-0.69,2.07,1.84,0.46,2.07,2.53,3.33,0.57,-0.34,1.15,6.32,12.76,0
156004,7.01,9.43,35.29,14.60,-1.03,4.83,3.68,28.62,10.35,4.48,-7.01,25.06,6.09,-52.42,-21.73,23.22,0
156121,3.10,-4.37,-6.55,-6.32,-4.60,6.21,-2.07,-4.94,-8.39,8.39,-3.33,-2.41,-1.84,9.43,4.60,5.86,0
156238,9.08,2.07,-6.55,1.95,4.48,6.55,5.63,1.38,4.14,1.95,2.87,-1.84,-1.95,5.98,2.18,3.68,0
156355,2.30,-1.61,0.92,-1.26,-0.69,-0.23,-3.91,3.22,2.18,3.45,8.62,0.11,-1.49,2.18,0.11,4.37,0
156472,-2.76,-0.34,-3.33,0.57,-0.80,0.11,2.76,-0.23,1.72,2.64,4.60,1.15,2.30,0.57,6.32,2.99,0
156588,-1.72,-1.15,-0.80,-0.80,-1.38,-0.34,1.72,0.23,0.23,1.03,2.18,0.92,-2.07,1.84,3.91,1.03,0
156705,1.15,-1.84,-0.23,0.23,0.11,2.07,2.07,1.95,2.41,3.10,3.33,0.80,-0.57,0.46,4.94,1.95,0
156822,0.34,-1.15,-1.49,-1.03,-0.34,1.26,2.18,0.46,2.30,2.76,4.02,0.57,-0.46,0.00,6.09,2.07,0
