time,snsr_11,snsr_12,snsr_13,snsr_14,snsr_21,snsr_22,snsr_23,snsr_24,snsr_31,snsr_32,snsr_33,snsr_34,snsr_41,snsr_42,snsr_43,snsr_44,interupt
147641,-0.80,0.57,-1.26,-1.26,0.00,2.18,1.84,0.34,2.53,2.41,2.64,0.11,1.38,1.49,5.52,1.38,0
147758,-0.80,0.34,-1.61,-1.15,0.23,2.30,1.72,0.23,1.95,2.53,2.76,-0.11,0.69,1.26,5.06,1.61,0
147874,-0.80,0.23,-1.61,-1.15,-0.23,2.07,1.72,0.23,2.64,2.64,2.64,-0.11,1.15,1.38,5.06,1.61,0
147991,-0.57,0.23,-1.49,-1.61,-0.34,2.30,2.07,0.46,2.30,2.64,2.64,-0.34,0.34,1.15,5.17,1.95,0
148108,-1.03,-0.11,-1.72,-1.72,-0.23,2.30,1.95,0.00,2.41,2.30,3.10,0.00,1.15,1.26,5.29,1.72,0
148225,-0.92,0.34,-1.72,-1.38,-0.46,2.53,1.49,0.57,2.41,2.64,2.64,-0.11,1.03,1.03,5.17,1.95,0
148342,-0.69,0.80,-1.38,-0.69,-0.46,2.18,2.18,0.23,2.30,2.53,2.64,0.11,1.03,1.49,5.06,2.07,0
148459,-0.80,0.23,-1.95,-1.72,0.11,2.18,1.95,-0.11,2.64,2.30,3.22,0.00,1.15,1.38,5.40,1.49,0
148575,-0.69,0.11,-1.49,-1.03,0.00,2.30,2.07,0.34,2.41,2.99,2.64,0.34,0.92,1.15,4.94,1.95,0
148692,-0.69,0.57,-1.84,-1.26,-0.46,2.53,1.72,0.23,1.84,2.53,3.10,0.00,1.03,1.26,5.29,1.72,0
148809,-0.57,0.11,-1.49,-1.26,-0.11,2.18,1.72,0.23,1.95,2.41,2.76,0.34,0.69,1.15,5.06,1.95,0
148926,-0.92,0.23,-1.49,-1.26,-0.11,2.30,2.30,0.69,2.18,2.53,2.76,0.00,1.03,1.26,5.06,1.61,0
149043,-0.69,0.11,-1.61,-1.38,-0.34,2.07,1.84,0.34,1.95,2.41,2.64,-0.23,0.57,1.15,5.17,1.84,0
149159,-0.34,0.57,-1.38,-1.72,-0.11,2.41,1.95,0.11,1.95,2.53,2.87,0.23,0.80,1.61,5.29,1.84,0
149276,-0.80,0.23,-1.61,-1.15,0.00,2.18,1.84,0.00,2.53,2.64,3.33,0.23,1.15,1.38,5.40,1.38,0
149393,-0.34,0.11,-1.84,-1.26,-0.34,2.41,2.07,0.23,2.30,2.41,2.53,0.34,0.46,1.49,5.06,1.26,0
149510,-0.80,0.57,-1.49,-0.92,-0.34,2.30,1.38,0.11,2.07,2.64,2.76,0.00,0.69,1.38,5.17,1.61,0
