time,snsr_11,snsr_12,snsr_13,snsr_14,snsr_21,snsr_22,snsr_23,snsr_24,snsr_31,snsr_32,snsr_33,snsr_34,snsr_41,snsr_42,snsr_43,snsr_44,interupt
7100,-0.80,-0.46,-1.61,-1.84,-0.69,1.84,1.38,0.11,1.95,2.18,3.10,-0.23,0.11,0.69,4.48,1.15,0
7217,-0.57,-0.46,-1.61,-1.61,-0.23,1.72,1.72,0.11,1.95,2.18,3.33,-0.11,0.11,0.57,4.71,1.49,0
7334,-0.92,-0.92,-1.61,-1.61,-0.69,1.15,1.61,0.00,2.18,1.95,3.22,-0.11,0.00,1.15,5.17,1.95,0
7451,-0.46,-0.11,-1.72,-0.92,-0.46,1.38,1.95,0.11,1.72,2.64,3.10,0.00,0.11,0.80,4.94,1.49,0
7567,-0.69,-0.23,-1.95,-1.49,-0.34,1.61,1.38,0.11,2.07,2.18,2.99,-0.11,0.23,0.57,4.83,1.49,0
7684,-0.46,-0.80,-1.95,-1.72,-0.57,1.38,1.95,-0.23,2.07,2.30,3.33,-0.23,0.23,0.11,4.83,1.49,0
7801,-0.69,-1.03,-1.49,-1.15,-0.80,1.38,1.72,0.00,2.07,2.18,3.10,-0.11,0.23,0.57,5.17,1.72,0
7918,-0.80,-0.57,-2.07,-1.61,-0.46,1.72,1.72,0.11,1.84,2.41,3.10,0.34,0.34,1.15,4.94,1.61,0
8035,-0.69,-0.11,-1.84,-1.38,-0.80,1.61,1.49,-0.23,2.18,2.18,3.10,0.00,0.34,0.46,4.83,0.92,0
8152,-0.46,-0.57,-1.84,-1.38,-0.46,1.49,1.95,0.11,2.07,2.18,3.33,0.00,0.00,0.57,5.17,1.61,0
8268,-0.69,-0.34,-1.95,-1.72,-0.69,1.26,1.38,0.23,1.95,2.30,2.87,-0.34,0.00,0.23,5.06,1.72,0
8385,-0.57,0.11,-1.95,-1.26,-0.80,1.72,1.95,-0.11,2.18,2.53,2.99,-0.11,0.57,0.69,4.83,1.49,0
8502,-0.46,-0.11,-1.61,-1.84,-0.57,1.26,1.72,0.11,1.61,1.95,3.10,-0.57,0.80,0.92,5.29,1.38,0
8619,-0.34,-0.46,-1.61,-1.38,-0.34,1.72,1.61,0.00,2.30,2.41,3.22,0.23,0.34,0.34,5.06,1.15,0
8736,-0.46,-0.69,-1.72,-1.61,-0.69,1.49,2.07,0.34,1.84,2.18,3.45,-0.11,0.23,0.80,4.94,1.26,0
8852,-0.34,-0.46,-1.84,-1.49,-0.92,1.38,1.49,-0.23,1.72,2.18,2.76,0.00,0.11,0.11,4.71,1.26,0
8969,-0.34,0.11,-1.84,-1.72,-0.92,1.72,1.61,0.23,1.95,2.41,3.10,-0.46,0.46,0.92,5.06,1.38,0
9086,-0.69,-0.46,-1.72,-1.15,-0.23,0.92,1.84,-0.11,2.07,2.18,2.99,0.23,0.00,1.03,4.83,1.26,0
9203,-0.23,0.00,-1.84,-1.61,-0.34,1.61,1.61,-0.23,1.72,2.07,3.33,-0.11,0.23,0.80,5.06,1.49,0
9320,-0.46,-0.57,-1.95,-1.38,-0.46,1.49,1.61,0.46,2.18,1.95,2.87,0.00,0.23,0.23,4.94,1.38,0
9437,-0.11,-0.23,-1.84,-1.38,-0.46,1.61,1.84,0.11,2.07,2.30,2.87,0.00,0.23,0.69,4.83,1.61,0
9553,-0.46,-0.46,-1.95,-1.72,-0.80,1.72,1.84,-0.34,1.95,1.95,2.99,0.23,0.34,0.92,5.06,1.03,0
9670,-0.57,-0.34,-1.72,-1.49,-0.69,1.61,1.84,0.11,2.18,2.41,2.76,0.23,0.00,0.57,4.60,1.49,0
9787,-0.46,-0.11,-1.72,-1.61,-0.57,1.72,1.84,-0.11,1.95,2.41,2.99,0.00,0.11,0.92,4.94,1.61,0
9904,-0.46,-0.46,-1.95,-1.61,-0.80,1.38,1.49,-0.11,2.18,1.95,2.99,-0.46,0.46,0.80,4.71,1.15,0
10021,-0.34,-0.23,-1.72,-1.95,-0.69,1.49,2.07,0.00,2.07,1.95,3.33,0.23,0.46,0.69,5.17,1.72,0
10137,-0.92,-0.46,-1.95,-1.72,-0.92,1.15,1.61,-0.34,1.61,2.07,2.41,-0.23,0.11,0.92,5.52,1.38,0
10254,-0.57,0.11,-1.72,-0.69,-0.23,1.84,1.84,0.00,1.49,2.30,3.33,-0.11,0.34,0.80,4.25,1.49,0
10371,-0.57,-0.46,-1.84,-1.72,-0.57,1.26,1.72,0.11,1.95,2.53,2.87,-0.34,0.34,0.69,5.17,1.95,0
10488,-0.69,-0.23,-1.72,-1.49,-0.92,1.61,1.49,0.00,1.95,2.76,2.76,-0.23,0.80,0.69,4.94,0.92,0
10605,-0.69,-0.11,-1.49,-1.49,-0.69,1.72,2.18,0.46,1.72,2.41,3.33,-0.11,0.34,0.80,4.60,1.61,0
10722,-1.03,-0.92,-2.07,-1.38,-0.69,1.15,1.84,-0.34,2.30,2.18,3.45,-0.69,0.00,0.92,5.17,1.61,0
10838,-0.69,-0.23,-2.07,-1.49,-0.80,1.84,1.26,-0.11,1.49,2.07,2.99,-0.23,0.23,0.23,4.71,0.92,0
10955,-0.80,0.00,-1.72,-1.26,-0.92,1.38,1.61,0.11,1.95,2.18,3.45,0.34,0.00,0.46,4.83,1.26,0
11072,-0.69,-0.57,-1.61,-1.49,-0.34,1.61,1.61,-0.23,1.61,2.53,3.10,-0.34,0.34,0.46,4.83,1.03,0
11189,-0.92,-0.34,-2.07,-1.38,-0.34,1.03,2.07,-0.11,1.72,2.18,3.33,0.11,0.34,0.46,5.17,1.49,0
11306,-1.03,-0.69,-1.72,-1.26,-0.80,1.38,1.72,-0.11,2.18,2.30,3.10,-0.46,0.34,0.80,4.83,1.15,0
11422,-0.57,0.11,-1.49,-1.72,-0.69,1.49,1.61,-0.34,1.72,2.07,2.76,-0.11,0.23,0.92,4.83,1.26,0
11539,-0.69,-0.69,-1.84,-1.38,-0.92,1.84,2.18,-0.11,2.07,2.41,1.95,0.46,0.92,1.38,2.76,2.30,0
